5
1000 2997
Q 274 943
U 512 652
Q 202 393
Q 469 951
U 415 653
Q 129 638
Q 380 689
U 177 654
Q 183 51
Q 558 970
U 334 655
Q 59 163
Q 238 685
U 624 656
Q 479 280
Q 198 695
U 5 657
Q 495 96
Q 644 755
U 559 658
Q 468 107
Q 146 902
U 609 659
Q 406 134
Q 487 804
U 375 660
Q 592 651
Q 540 741
U 481 661
Q 88 87
Q 71 989
U 513 662
Q 221 287
Q 656 968
U 547 663
Q 530 580
Q 640 814
U 378 664
Q 373 83
Q 436 748
U 544 665
Q 616 634
Q 404 731
U 465 666
Q 148 444
Q 180 787
U 32 667
Q 526 377
Q 427 771
U 436 668
Q 112 153
Q 476 987
U 318 669
Q 365 652
Q 499 865
U 24 670
Q 43 213
Q 347 762
U 260 671
Q 361 353
Q 28 929
U 572 672
Q 200 313
Q 36 807
U 318 673
Q 337 622
Q 632 992
U 448 674
Q 546 12
Q 535 888
U 520 675
Q 515 658
Q 433 842
U 24 676
Q 642 665
Q 222 990
U 84 677
Q 377 610
Q 437 709
U 401 678
Q 173 106
Q 424 719
U 298 679
Q 247 47
Q 249 703
U 47 680
Q 464 135
Q 543 873
U 583 681
Q 419 663
Q 142 984
U 120 682
Q 538 105
Q 264 860
U 104 683
Q 611 284
Q 511 728
U 591 684
Q 85 573
Q 364 910
U 635 685
Q 412 293
Q 72 743
U 589 686
Q 288 436
Q 111 812
U 65 687
Q 636 101
Q 659 960
U 131 688
Q 579 670
Q 606 833
U 186 689
Q 271 138
Q 118 737
U 251 690
Q 547 518
Q 342 696
U 331 691
Q 528 393
Q 507 711
U 376 692
Q 646 619
Q 230 824
U 536 693
Q 602 556
Q 238 994
U 436 694
Q 667 49
Q 659 786
U 474 695
Q 185 111
Q 11 987
U 600 696
Q 244 264
Q 561 944
U 369 697
Q 430 261
Q 482 713
U 176 698
Q 322 567
Q 342 792
U 556 699
Q 332 198
Q 449 966
U 464 700
Q 62 15
Q 263 956
U 585 701
Q 168 668
Q 264 963
U 531 702
Q 123 615
Q 25 752
U 238 703
Q 34 416
Q 41 916
U 40 704
Q 29 156
Q 301 949
U 674 705
Q 565 432
Q 145 991
U 614 706
Q 452 188
Q 473 749
U 404 707
Q 28 548
Q 618 804
U 333 708
Q 608 253
Q 496 718
U 527 709
Q 6 278
Q 404 970
U 135 710
Q 594 666
Q 653 944
U 543 711
Q 695 641
Q 151 812
U 704 712
Q 446 425
Q 204 776
U 312 713
Q 193 682
Q 400 975
U 195 714
Q 665 54
Q 682 982
U 409 715
Q 487 333
Q 52 797
U 49 716
Q 406 645
Q 120 787
U 623 717
Q 638 283
Q 337 764
U 153 718
Q 94 221
Q 368 931
U 386 719
Q 3 666
Q 607 827
U 590 720
Q 329 624
Q 365 721
U 244 721
Q 622 119
Q 365 812
U 41 722
Q 561 460
Q 201 749
U 606 723
Q 122 63
Q 702 939
U 327 724
Q 180 230
Q 59 860
U 545 725
Q 192 599
Q 6 861
U 519 726
Q 10 654
Q 177 750
U 100 727
Q 282 615
Q 214 847
U 374 728
Q 81 509
Q 379 860
U 180 729
Q 700 676
Q 152 884
U 19 730
Q 155 272
Q 459 783
U 248 731
Q 335 29
Q 92 935
U 628 732
Q 275 342
Q 489 826
U 282 733
Q 538 60
Q 213 736
U 635 734
Q 378 81
Q 358 880
U 308 735
Q 623 435
Q 422 983
U 284 736
Q 560 353
Q 33 751
U 527 737
Q 582 551
Q 195 792
U 530 738
Q 193 396
Q 609 912
U 542 739
Q 537 72
Q 537 999
U 186 740
Q 562 329
Q 55 992
U 663 741
Q 700 529
Q 161 786
U 254 742
Q 520 344
Q 311 913
U 2 743
Q 7 353
Q 575 840
U 288 744
Q 464 277
Q 229 848
U 560 745
Q 432 203
Q 517 885
U 64 746
Q 652 577
Q 7 952
U 127 747
Q 520 721
Q 332 879
U 109 748
Q 737 467
Q 640 808
U 84 749
Q 11 660
Q 520 908
U 674 750
Q 41 690
Q 513 903
U 143 751
Q 331 404
Q 383 965
U 112 752
Q 168 72
Q 291 987
U 58 753
Q 559 207
Q 356 950
U 556 754
Q 47 622
Q 554 823
U 660 755
Q 603 472
Q 591 810
U 544 756
Q 350 741
Q 700 811
U 393 757
Q 505 523
Q 649 910
U 52 758
Q 47 632
Q 130 959
U 58 759
Q 419 682
Q 686 923
U 168 760
Q 119 224
Q 493 899
U 58 761
Q 223 348
Q 148 964
U 282 762
Q 427 320
Q 98 943
U 477 763
Q 641 711
Q 290 956
U 697 764
Q 220 304
Q 595 956
U 642 765
Q 324 181
Q 291 770
U 390 766
Q 315 178
Q 59 884
U 572 767
Q 184 174
Q 522 993
U 80 768
Q 172 169
Q 103 843
U 702 769
Q 93 295
Q 115 885
U 580 770
Q 536 217
Q 203 844
U 272 771
Q 254 182
Q 493 885
U 45 772
Q 53 486
Q 739 829
U 490 773
Q 62 752
Q 253 974
U 135 774
Q 25 138
Q 180 847
U 126 775
Q 493 364
Q 133 950
U 142 776
Q 434 656
Q 498 892
U 663 777
Q 14 18
Q 406 919
U 63 778
Q 721 619
Q 460 888
U 178 779
Q 403 207
Q 638 809
U 278 780
Q 322 628
Q 605 876
U 711 781
Q 73 1
Q 670 904
U 605 782
Q 256 512
Q 318 876
U 319 783
Q 695 332
Q 36 787
U 299 784
Q 463 730
Q 679 940
U 336 785
Q 52 429
Q 286 874
U 316 786
Q 406 255
Q 108 903
U 760 787
Q 447 756
Q 574 983
U 90 788
Q 525 105
Q 328 805
U 629 789
Q 735 315
Q 751 947
U 50 790
Q 356 129
Q 43 994
U 23 791
Q 92 190
Q 771 836
U 416 792
Q 36 630
Q 353 967
U 637 793
Q 224 775
Q 632 932
U 424 794
Q 217 431
Q 72 993
U 788 795
Q 639 701
Q 596 960
U 10 796
Q 388 144
Q 6 936
U 513 797
Q 90 484
Q 479 965
U 20 798
Q 288 560
Q 704 867
U 569 799
Q 94 124
Q 559 820
U 86 800
Q 553 393
Q 714 974
U 198 801
Q 31 159
Q 783 918
U 301 802
Q 536 406
Q 220 826
U 240 803
Q 625 312
Q 698 958
U 366 804
Q 298 532
Q 118 809
U 77 805
Q 381 345
Q 482 840
U 373 806
Q 30 451
Q 341 930
U 448 807
Q 228 684
Q 272 917
U 70 808
Q 178 623
Q 32 838
U 596 809
Q 92 631
Q 33 826
U 155 810
Q 238 767
Q 276 852
U 479 811
Q 776 73
Q 617 880
U 437 812
Q 606 446
Q 113 956
U 115 813
Q 679 561
Q 331 889
U 235 814
Q 91 393
Q 270 865
U 436 815
Q 809 672
Q 776 844
U 657 816
Q 454 631
Q 379 943
U 42 817
Q 492 504
Q 599 937
U 528 818
Q 400 761
Q 523 914
U 739 819
Q 99 527
Q 732 908
U 797 820
Q 340 376
Q 88 903
U 563 821
Q 676 338
Q 142 832
U 128 822
Q 567 641
Q 543 896
U 290 823
Q 80 561
Q 440 863
U 34 824
Q 320 97
Q 309 989
U 199 825
Q 5 530
Q 24 891
U 547 826
Q 417 531
Q 140 913
U 471 827
Q 160 527
Q 19 934
U 780 828
Q 620 527
Q 458 901
U 246 829
Q 581 361
Q 751 959
U 696 830
Q 323 393
Q 29 869
U 181 831
Q 209 611
Q 747 851
U 291 832
Q 596 543
Q 103 884
U 59 833
Q 791 449
Q 161 856
U 785 834
Q 113 75
Q 834 961
U 641 835
Q 6 490
Q 240 897
U 640 836
Q 714 11
Q 616 851
U 68 837
Q 105 488
Q 313 986
U 787 838
Q 112 821
Q 390 985
U 322 839
Q 408 827
Q 543 957
U 289 840
Q 309 778
Q 210 861
U 276 841
Q 751 580
Q 566 969
U 525 842
Q 762 753
Q 18 993
U 265 843
Q 93 451
Q 378 990
U 102 844
Q 115 582
Q 371 975
U 334 845
Q 807 245
Q 408 882
U 724 846
Q 814 473
Q 443 887
U 593 847
Q 451 524
Q 436 945
U 665 848
Q 627 146
Q 611 934
U 256 849
Q 171 447
Q 178 968
U 517 850
Q 788 595
Q 238 975
U 131 851
Q 845 258
Q 673 895
U 106 852
Q 463 644
Q 803 941
U 524 853
Q 644 259
Q 461 870
U 263 854
Q 13 432
Q 574 944
U 301 855
Q 733 443
Q 630 941
U 675 856
Q 697 316
Q 148 986
U 736 857
Q 418 841
Q 90 951
U 407 858
Q 503 559
Q 112 891
U 408 859
Q 690 608
Q 459 977
U 792 860
Q 271 481
Q 600 956
U 776 861
Q 302 664
Q 466 864
U 446 862
Q 64 365
Q 156 907
U 660 863
Q 456 592
Q 511 894
U 50 864
Q 712 288
Q 791 935
U 347 865
Q 158 733
Q 688 931
U 210 866
Q 572 813
Q 85 992
U 765 867
Q 370 596
Q 683 980
U 381 868
Q 336 307
Q 756 967
U 43 869
Q 351 418
Q 398 978
U 513 870
Q 654 790
Q 54 930
U 814 871
Q 539 74
Q 784 951
U 833 872
Q 724 325
Q 668 926
U 74 873
Q 329 819
Q 418 918
U 660 874
Q 687 128
Q 30 910
U 546 875
Q 458 187
Q 320 888
U 208 876
Q 694 632
Q 20 981
U 574 877
Q 692 271
Q 504 925
U 706 878
Q 839 255
Q 180 919
U 534 879
Q 138 592
Q 853 957
U 445 880
Q 773 197
Q 791 998
U 761 881
Q 258 235
Q 404 907
U 401 882
Q 859 224
Q 837 933
U 544 883
Q 809 34
Q 731 941
U 81 884
Q 564 685
Q 670 950
U 849 885
Q 622 376
Q 173 887
U 323 886
Q 669 525
Q 341 987
U 292 887
Q 639 371
Q 220 925
U 486 888
Q 359 180
Q 85 958
U 179 889
Q 164 287
Q 511 981
U 847 890
Q 256 156
Q 62 918
U 477 891
Q 729 796
Q 509 952
U 189 892
Q 334 222
Q 602 978
U 248 893
Q 505 572
Q 891 958
U 623 894
Q 156 251
Q 142 966
U 9 895
Q 449 712
Q 750 906
U 84 896
Q 30 800
Q 601 906
U 272 897
Q 446 832
Q 372 955
U 716 898
Q 509 216
Q 895 990
U 811 899
Q 393 677
Q 489 916
U 503 900
Q 884 729
Q 802 929
U 251 901
Q 344 339
Q 6 962
U 436 902
Q 85 11
Q 419 923
U 260 903
Q 569 643
Q 599 914
U 739 904
Q 57 387
Q 389 907
U 401 905
Q 529 175
Q 623 988
U 29 906
Q 394 409
Q 55 918
U 706 907
Q 365 528
Q 423 956
U 98 908
Q 164 575
Q 238 937
U 452 909
Q 104 716
Q 497 985
U 10 910
Q 557 21
Q 668 934
U 547 911
Q 632 683
Q 911 993
U 277 912
Q 586 117
Q 841 934
U 474 913
Q 91 456
Q 319 922
U 558 914
Q 414 483
Q 595 980
U 695 915
Q 360 751
Q 750 956
U 814 916
Q 680 194
Q 712 972
U 279 917
Q 445 290
Q 643 979
U 554 918
Q 683 617
Q 253 952
U 430 919
Q 649 853
Q 602 981
U 273 920
Q 792 708
Q 901 940
U 585 921
Q 680 699
Q 30 966
U 541 922
Q 775 768
Q 571 941
U 453 923
Q 148 209
Q 332 944
U 576 924
Q 444 545
Q 289 946
U 249 925
Q 78 442
Q 66 999
U 57 926
Q 914 371
Q 724 943
U 410 927
Q 646 923
Q 862 968
U 839 928
Q 239 78
Q 859 937
U 196 929
Q 48 18
Q 185 938
U 650 930
Q 393 773
Q 78 981
U 294 931
Q 226 184
Q 742 956
U 387 932
Q 13 487
Q 276 994
U 858 933
Q 679 396
Q 603 945
U 190 934
Q 491 788
Q 817 991
U 823 935
Q 242 533
Q 104 989
U 737 936
Q 609 710
Q 705 970
U 389 937
Q 688 845
Q 172 976
U 879 938
Q 336 641
Q 470 999
U 153 939
Q 847 69
Q 111 986
U 770 940
Q 677 60
Q 249 965
U 205 941
Q 426 797
Q 624 990
U 43 942
Q 760 444
Q 146 951
U 25 943
Q 14 727
Q 634 979
U 150 944
Q 467 134
Q 152 958
U 607 945
Q 71 743
Q 371 997
U 189 946
Q 722 445
Q 518 960
U 624 947
Q 194 696
Q 68 958
U 619 948
Q 58 716
Q 347 978
U 37 949
Q 329 925
Q 829 993
U 758 950
Q 269 698
Q 675 954
U 536 951
Q 295 775
Q 536 989
U 136 952
Q 656 277
Q 593 962
U 566 953
Q 753 934
Q 839 999
U 863 954
Q 555 171
Q 560 994
U 830 955
Q 829 100
Q 869 957
U 724 956
Q 823 368
Q 577 998
U 207 957
Q 558 840
Q 813 966
U 305 958
Q 507 908
Q 946 981
U 823 959
Q 476 81
Q 30 967
U 73 960
Q 143 247
Q 50 979
U 738 961
Q 679 622
Q 945 978
U 325 962
Q 499 893
Q 632 967
U 708 963
Q 934 896
Q 120 985
U 158 964
Q 108 302
Q 233 999
U 712 965
Q 845 928
Q 417 998
U 447 966
Q 673 242
Q 901 968
U 240 967
Q 451 331
Q 911 968
U 769 968
Q 316 476
Q 225 993
U 7 969
Q 186 808
Q 357 970
U 725 970
Q 956 659
Q 272 974
U 554 971
Q 333 420
Q 198 989
U 172 972
Q 677 730
Q 42 990
U 901 973
Q 458 399
Q 406 993
U 187 974
Q 563 278
Q 7 989
U 154 975
Q 121 548
Q 264 996
U 881 976
Q 488 730
Q 552 984
U 375 977
Q 288 935
Q 340 979
U 646 978
Q 851 588
Q 808 995
U 704 979
Q 75 723
Q 77 985
U 898 980
Q 24 787
Q 899 990
U 539 981
Q 742 398
Q 187 984
U 927 982
Q 571 563
Q 202 987
U 140 983
Q 792 367
Q 327 984
U 160 984
Q 461 79
Q 13 990
U 907 985
Q 89 953
Q 325 988
U 787 986
Q 166 34
Q 334 995
U 938 987
Q 331 560
Q 596 988
U 786 988
Q 718 958
Q 572 996
U 715 989
Q 731 62
Q 971 990
U 114 990
Q 694 638
Q 747 999
U 979 991
Q 49 890
Q 111 996
U 612 992
Q 776 83
Q 559 993
U 592 993
Q 716 753
Q 642 998
U 559 994
Q 29 370
Q 781 996
U 678 995
Q 204 231
Q 221 996
U 821 996
Q 298 626
Q 423 997
U 411 997
Q 727 647
Q 560 998
U 434 998
Q 680 815
Q 402 999
1000 2000
Q 420 675
U 200 305
Q 943 626
U 115 134
Q 712 271
U 350 917
Q 396 77
U 994 992
Q 666 855
U 140 478
Q 530 585
U 846 901
Q 561 156
U 485 182
Q 835 340
U 395 255
Q 367 947
U 913 310
Q 574 380
U 797 638
Q 3 147
U 555 399
Q 577 549
U 743 595
Q 756 235
U 74 638
Q 821 272
U 892 734
Q 428 377
U 916 263
Q 69 312
U 871 436
Q 611 136
U 99 185
Q 516 896
U 175 871
Q 395 82
U 271 324
Q 983 14
U 920 740
Q 250 346
U 730 423
Q 618 622
U 509 398
Q 0 426
U 14 421
Q 90 237
U 210 701
Q 725 309
U 239 593
Q 557 766
U 464 304
Q 849 735
U 629 832
Q 102 901
U 924 704
Q 247 655
U 479 217
Q 277 988
U 967 629
Q 766 333
U 403 208
Q 570 613
U 262 295
Q 274 853
U 888 183
Q 619 705
U 487 468
Q 792 468
U 301 894
Q 369 577
U 950 968
Q 232 781
U 537 862
Q 122 505
U 491 240
Q 838 246
U 449 761
Q 859 63
U 408 485
Q 916 649
U 668 535
Q 354 508
U 356 146
Q 976 9
U 393 698
Q 586 695
U 18 819
Q 477 556
U 33 951
Q 413 524
U 191 603
Q 123 992
U 364 982
Q 55 125
U 468 323
Q 774 488
U 211 128
Q 996 567
U 626 325
Q 576 371
U 23 514
Q 67 393
U 685 896
Q 949 718
U 847 714
Q 595 390
U 318 718
Q 735 34
U 52 142
Q 159 520
U 466 933
Q 9 677
U 413 357
Q 596 40
U 682 524
Q 763 57
U 38 830
Q 451 724
U 726 752
Q 794 925
U 467 389
Q 668 785
U 107 403
Q 819 160
U 545 979
Q 32 363
U 264 393
Q 40 678
U 751 636
Q 70 433
U 160 833
Q 843 551
U 16 294
Q 627 94
U 46 421
Q 372 513
U 811 40
Q 650 270
U 795 822
Q 782 692
U 801 167
Q 56 417
U 560 96
Q 447 663
U 85 517
Q 449 597
U 703 292
Q 148 71
U 586 775
Q 165 984
U 197 537
Q 850 360
U 929 500
Q 630 724
U 322 765
Q 417 475
U 932 473
Q 245 492
U 921 692
Q 156 358
U 210 605
Q 956 265
U 249 456
Q 336 835
U 584 501
Q 171 133
U 391 21
Q 845 320
U 874 827
Q 397 548
U 592 166
Q 376 524
U 639 621
Q 369 912
U 313 525
Q 623 875
U 482 931
Q 140 83
U 739 828
Q 270 323
U 682 441
Q 808 73
U 463 653
Q 745 689
U 481 142
Q 237 73
U 660 613
Q 950 651
U 586 319
Q 564 900
U 196 187
Q 775 30
U 470 268
Q 113 209
U 448 383
Q 885 482
U 824 693
Q 555 639
U 699 653
Q 680 532
U 147 918
Q 957 808
U 883 907
Q 459 822
U 226 375
Q 722 774
U 914 849
Q 804 384
U 469 917
Q 594 270
U 652 479
Q 752 829
U 524 660
Q 468 223
U 313 149
Q 755 812
U 419 713
Q 972 654
U 972 432
Q 476 199
U 159 550
Q 325 74
U 752 130
Q 810 221
U 399 756
Q 491 52
U 235 596
Q 881 112
U 256 701
Q 687 921
U 202 443
Q 733 973
U 508 706
Q 980 480
U 490 808
Q 31 649
U 359 357
Q 723 111
U 839 534
Q 684 590
U 290 528
Q 994 878
U 124 227
Q 342 380
U 929 29
Q 301 483
U 472 34
Q 457 332
U 92 789
Q 165 582
U 597 196
Q 232 956
U 905 307
Q 419 96
U 193 104
Q 687 836
U 632 681
Q 714 108
U 261 56
Q 488 190
U 437 141
Q 25 910
U 527 834
Q 594 620
U 623 759
Q 202 221
U 308 786
Q 529 565
U 94 949
Q 662 287
U 53 701
Q 123 37
U 734 189
Q 145 995
U 597 985
Q 537 35
U 126 563
Q 297 653
U 397 243
Q 273 373
U 3 828
Q 594 663
U 966 123
Q 228 60
U 424 242
Q 700 829
U 295 175
Q 866 382
U 717 363
Q 377 666
U 700 267
Q 701 826
U 182 350
Q 832 579
U 594 457
Q 952 949
U 637 898
Q 964 604
U 374 192
Q 16 798
U 787 716
Q 628 434
U 244 846
Q 816 313
U 210 546
Q 979 262
U 813 33
Q 441 995
U 383 273
Q 926 329
U 730 231
Q 630 720
U 481 594
Q 324 855
U 139 340
Q 654 278
U 409 282
Q 712 5
U 480 529
Q 318 42
U 427 297
Q 305 240
U 330 746
Q 587 66
U 19 865
Q 747 101
U 96 378
Q 821 578
U 324 145
Q 785 815
U 838 439
Q 93 599
U 73 806
Q 604 554
U 687 922
Q 596 466
U 571 253
Q 706 902
U 999 645
Q 320 370
U 510 67
Q 472 959
U 445 645
Q 537 122
U 143 322
Q 937 333
U 114 31
Q 932 539
U 189 536
Q 93 228
U 810 42
Q 694 381
U 295 752
Q 635 647
U 397 955
Q 17 259
U 23 841
Q 218 820
U 839 107
Q 942 982
U 782 232
Q 315 896
U 263 599
Q 435 804
U 135 881
Q 384 297
U 275 78
Q 678 922
U 182 666
Q 569 931
U 621 939
Q 190 996
U 132 409
Q 169 971
U 868 111
Q 953 650
U 695 620
Q 546 310
U 219 334
Q 114 706
U 567 498
Q 3 842
U 928 34
Q 116 462
U 52 686
Q 393 673
U 977 936
Q 22 109
U 697 191
Q 81 565
U 654 386
Q 216 350
U 359 114
Q 660 930
U 800 127
Q 637 719
U 977 992
Q 561 258
U 378 678
Q 720 430
U 716 466
Q 456 45
U 754 478
Q 154 451
U 21 587
Q 368 675
U 974 936
Q 25 685
U 51 38
Q 615 203
U 165 252
Q 923 142
U 597 836
Q 400 975
U 866 473
Q 758 582
U 291 214
Q 627 45
U 44 134
Q 496 65
U 721 864
Q 92 47
U 801 470
Q 732 204
U 508 348
Q 759 25
U 952 682
Q 167 549
U 871 920
Q 877 737
U 745 635
Q 672 36
U 201 651
Q 81 245
U 785 929
Q 662 859
U 793 754
Q 906 946
U 224 991
Q 502 732
U 339 262
Q 109 291
U 296 277
Q 193 167
U 549 70
Q 257 294
U 57 929
Q 682 258
U 932 763
Q 855 718
U 692 517
Q 929 837
U 623 835
Q 136 848
U 178 638
Q 932 517
U 252 42
Q 161 549
U 671 706
Q 68 572
U 776 677
Q 218 833
U 606 900
Q 443 539
U 15 298
Q 609 707
U 167 890
Q 896 790
U 77 32
Q 990 256
U 23 923
Q 773 275
U 317 286
Q 176 988
U 992 597
Q 560 120
U 274 130
Q 305 881
U 30 748
Q 772 45
U 398 733
Q 104 565
U 623 0
Q 708 52
U 385 698
Q 308 408
U 973 434
Q 683 290
U 720 212
Q 630 65
U 809 542
Q 185 83
U 672 843
Q 316 702
U 591 440
Q 99 342
U 525 203
Q 259 148
U 556 967
Q 201 293
U 18 861
Q 701 991
U 295 736
Q 634 368
U 948 264
Q 433 109
U 807 970
Q 193 831
U 813 509
Q 534 757
U 302 985
Q 451 827
U 189 710
Q 328 97
U 30 881
Q 390 48
U 742 443
Q 391 38
U 179 25
Q 758 480
U 290 191
Q 589 449
U 513 782
Q 280 679
U 644 166
Q 436 946
U 152 239
Q 125 693
U 949 453
Q 142 331
U 334 532
Q 379 77
U 975 771
Q 467 506
U 148 225
Q 986 438
U 768 928
Q 887 281
U 62 520
Q 960 706
U 686 748
Q 4 190
U 339 130
Q 883 289
U 935 25
Q 972 270
U 909 352
Q 699 236
U 475 166
Q 743 623
U 743 81
Q 414 511
U 9 653
Q 144 72
U 173 457
Q 130 212
U 557 487
Q 402 897
U 969 638
Q 538 904
U 15 510
Q 526 925
U 214 225
Q 161 41
U 743 256
Q 665 486
U 338 431
Q 997 699
U 84 494
Q 123 258
U 951 254
Q 470 508
U 741 224
Q 405 62
U 862 943
Q 966 878
U 806 493
Q 803 20
U 70 316
Q 62 814
U 925 79
Q 300 263
U 510 650
Q 314 594
U 496 438
Q 204 447
U 692 26
Q 955 785
U 603 713
Q 199 465
U 8 517
Q 343 814
U 362 498
Q 187 433
U 167 249
Q 599 92
U 328 899
Q 707 190
U 901 373
Q 136 397
U 811 341
Q 196 855
U 719 504
Q 992 322
U 217 191
Q 140 577
U 709 835
Q 744 71
U 686 931
Q 856 853
U 532 455
Q 297 860
U 707 356
Q 402 960
U 729 538
Q 358 893
U 231 906
Q 748 951
U 410 93
Q 625 979
U 284 765
Q 557 345
U 953 653
Q 769 639
U 584 625
Q 844 116
U 81 493
Q 328 140
U 849 730
Q 100 930
U 620 810
Q 175 852
U 717 276
Q 155 479
U 369 780
Q 459 5
U 898 368
Q 351 851
U 21 120
Q 842 957
U 97 686
Q 425 530
U 179 105
Q 670 380
U 187 771
Q 662 807
U 933 838
Q 659 650
U 466 814
Q 130 835
U 947 941
Q 840 845
U 309 191
Q 48 682
U 663 890
Q 991 761
U 928 416
Q 643 459
U 521 314
Q 839 60
U 437 853
Q 867 370
U 43 879
Q 21 509
U 693 503
Q 344 640
U 796 537
Q 837 105
U 80 237
Q 139 744
U 127 130
Q 857 55
U 546 500
Q 514 419
U 814 705
Q 479 603
U 911 698
Q 974 954
U 577 347
Q 816 623
U 202 160
Q 263 998
U 697 453
Q 103 778
U 690 242
Q 874 170
U 724 83
Q 577 270
U 583 444
Q 41 750
U 149 872
Q 353 60
U 922 327
Q 367 500
U 26 183
Q 123 228
U 695 738
Q 226 745
U 543 681
Q 875 234
U 923 749
Q 404 999
U 832 981
Q 269 767
U 425 662
Q 517 927
U 886 223
Q 339 809
U 550 58
Q 309 929
U 241 784
Q 157 289
U 874 384
Q 34 418
U 65 909
Q 4 341
U 10 408
Q 340 194
U 741 962
Q 313 519
U 976 831
Q 798 863
U 406 137
Q 672 308
U 196 333
Q 237 789
U 469 395
Q 78 343
U 779 464
Q 113 196
U 373 117
Q 889 735
U 877 230
Q 281 619
U 544 595
Q 490 520
U 778 288
Q 383 184
U 777 55
Q 492 325
U 740 730
Q 115 209
U 125 545
Q 905 256
U 10 18
Q 452 735
U 488 342
Q 471 365
U 924 752
Q 336 468
U 699 826
Q 988 477
U 114 724
Q 661 892
U 131 154
Q 217 872
U 884 684
Q 81 361
U 230 338
Q 617 592
U 357 421
Q 327 845
U 115 798
Q 562 39
U 903 899
Q 859 602
U 725 200
Q 432 192
U 924 93
Q 436 55
U 599 5
Q 279 835
U 690 713
Q 196 272
U 51 165
Q 864 760
U 587 191
Q 605 54
U 342 168
Q 446 597
U 419 305
Q 551 144
U 505 983
Q 688 781
U 77 124
Q 189 28
U 130 468
Q 864 172
U 181 60
Q 796 585
U 578 12
Q 345 517
U 203 303
Q 571 897
U 823 17
Q 494 242
U 323 398
Q 386 180
U 381 427
Q 314 810
U 551 503
Q 839 33
U 323 703
Q 205 857
U 115 353
Q 442 45
U 365 787
Q 562 921
U 90 134
Q 818 913
U 503 665
Q 155 826
U 63 894
Q 359 796
U 321 25
Q 607 224
U 528 446
Q 258 203
U 501 815
Q 60 968
U 169 502
Q 14 534
U 290 928
Q 807 732
U 62 978
Q 646 918
U 643 153
Q 96 58
U 399 455
Q 854 72
U 480 461
Q 297 360
U 259 907
Q 564 112
U 722 976
Q 433 243
U 479 799
Q 130 769
U 727 937
Q 501 142
U 915 499
Q 60 910
U 5 156
Q 968 404
U 964 175
Q 829 796
U 988 478
Q 509 600
U 385 425
Q 712 107
U 401 497
Q 703 880
U 296 833
Q 1 376
U 770 855
Q 870 686
U 706 282
Q 596 711
U 790 917
Q 468 754
U 92 297
Q 903 80
U 775 412
Q 32 512
U 189 745
Q 971 590
U 594 674
Q 471 243
U 507 824
Q 971 278
U 679 841
Q 316 738
U 123 264
Q 449 265
U 181 269
Q 372 625
U 918 275
Q 58 693
U 39 90
Q 557 228
U 187 529
Q 818 782
U 203 641
Q 25 711
U 466 996
Q 989 497
U 189 657
Q 235 664
U 921 37
Q 929 103
U 306 301
Q 80 225
U 928 138
Q 270 967
U 229 828
Q 547 768
U 357 366
Q 550 912
U 359 927
Q 623 177
U 275 964
Q 27 816
U 621 614
Q 480 543
U 651 762
Q 998 310
U 415 78
Q 887 696
U 217 157
Q 663 798
U 337 563
Q 566 46
U 281 469
Q 959 640
U 748 582
Q 818 376
U 547 197
Q 192 168
U 811 25
Q 63 463
U 139 61
Q 125 554
U 140 12
Q 250 709
U 521 266
Q 859 859
U 829 425
Q 905 110
U 246 864
Q 102 995
U 799 272
Q 371 698
U 469 915
Q 866 281
U 940 930
Q 96 79
U 343 221
Q 986 483
U 585 588
Q 544 106
U 206 403
Q 965 387
U 829 223
Q 497 427
U 439 952
Q 774 590
U 224 497
Q 288 694
U 413 155
Q 327 705
U 437 423
Q 137 132
U 996 123
Q 616 933
U 63 160
Q 39 270
U 564 357
Q 657 745
U 580 507
Q 524 371
U 459 299
Q 962 683
U 796 250
Q 729 561
U 757 408
Q 267 546
U 831 756
Q 679 179
U 231 647
Q 112 294
U 807 504
Q 564 723
U 861 574
Q 820 793
U 81 697
Q 164 892
U 996 478
Q 927 144
U 729 657
Q 58 486
U 65 677
Q 385 249
U 433 64
Q 780 664
U 711 245
Q 310 870
U 749 227
Q 946 962
U 801 766
Q 755 234
U 815 271
Q 126 163
U 750 53
Q 308 831
U 62 718
Q 669 480
U 395 54
Q 81 828
U 118 861
Q 844 181
U 458 154
Q 52 559
U 381 998
Q 521 534
U 116 628
Q 768 932
U 252 894
Q 447 354
U 300 755
Q 185 362
U 473 854
Q 842 220
U 261 275
Q 48 731
U 137 244
Q 913 947
U 399 317
Q 507 132
U 667 380
Q 667 783
U 361 787
Q 67 613
U 682 515
Q 967 982
U 622 504
Q 696 448
U 358 891
Q 668 619
U 166 69
Q 703 655
U 313 616
Q 603 64
U 933 462
Q 549 600
U 842 568
Q 735 555
U 355 155
Q 168 389
U 22 487
Q 371 644
U 991 420
Q 444 702
U 311 465
Q 673 829
U 534 376
Q 485 199
U 992 440
Q 616 277
U 254 517
Q 229 448
U 85 965
Q 4 792
U 472 172
Q 182 494
U 12 905
Q 490 3
U 325 935
Q 57 988
U 752 731
Q 818 286
U 459 655
Q 837 804
U 447 805
Q 81 701
U 322 311
Q 149 759
U 628 153
Q 552 452
U 678 734
Q 946 42
U 991 788
Q 397 317
U 75 455
Q 657 827
U 538 827
Q 465 997
U 482 303
Q 801 281
U 108 235
Q 982 783
U 898 484
